,Close,period
101,49.9989013671875,20190423
102,49.92178726196289,20190424
103,49.46875381469727,20190425
104,49.23258972167969,20190426
105,49.30730056762695,20190429
106,48.35782241821289,20190430
107,50.73150253295898,20190501
108,50.401344299316406,20190502
109,51.02791213989258,20190503
110,50.239891052246094,20190506
111,48.88556671142578,20190507
112,48.89521026611328,20190508
113,48.369876861572266,20190509
114,47.69977951049805,20190510
115,44.9275016784668,20190513
116,45.63871383666992,20190514
117,46.18543243408203,20190515
118,45.98223114013672,20190516
119,45.72095489501953,20190517
120,44.2912712097168,20190520
121,45.140380859375,20190521
122,44.216285705566406,20190522
123,43.461524963378906,20190523
124,43.29460906982422,20190524
125,43.11559295654297,20190528
126,42.90997314453125,20190529
127,43.13252258300781,20190530
128,42.35116195678711,20190531
129,41.9229736328125,20190603
130,43.4566764831543,20190604
131,44.15822219848633,20190605
132,44.80654144287109,20190606
133,45.9991569519043,20190607
134,46.58700180053711,20190610
135,47.12645721435547,20190611
136,46.97647476196289,20190612
137,46.96680450439453,20190613
138,46.62570571899414,20190614
139,46.903907775878906,20190617
140,48.00700378417969,20190618
141,47.86669921875,20190619
142,48.25135040283203,20190620
143,48.08684539794922,20190621
144,48.0384635925293,20190624
145,47.310306549072266,20190625
146,48.33359146118164,20190626
147,48.319068908691406,20190627
148,47.87879180908203,20190628
149,48.75693130493164,20190701
150,49.04238510131836,20190702
151,49.44879913330078,20190703
152,49.405250549316406,20190705
153,48.38679885864258,20190708
154,48.68193817138672,20190709
155,49.163333892822266,20190710
156,48.8053092956543,20190711
157,49.180274963378906,20190712
158,49.6423225402832,20190715
159,49.47055816650391,20190716
160,49.19236373901367,20190717
161,49.75118255615234,20190718
162,49.00851440429688,20190719
163,50.128562927246094,20190722
164,50.520450592041016,20190723
165,50.47932434082031,20190724
166,50.080177307128906,20190725
167,50.25434875488281,20190726
168,50.7236557006836,20190729
169,50.50593566894531,20190730
170,51.53647613525391,20190731
171,50.421268463134766,20190801
172,49.35444259643555,20190802
173,46.77085113525391,20190805
174,47.6562385559082,20190806
175,48.14973831176758,20190807
176,49.211727142333984,20190808
177,48.80620193481445,20190809
178,48.68235397338867,20190812
179,50.74397277832031,20190813
180,49.23357391357422,20190814
181,48.98831558227539,20190815
182,50.144187927246094,20190816
183,51.079078674316406,20190819
184,51.08151245117188,20190820
185,51.63515090942383,20190821
186,51.59144592285156,20190822
187,49.20685958862305,20190823
188,50.14175033569336,20190826
189,49.57596206665039,20190827
190,49.90864562988281,20190828
191,50.753684997558594,20190829
192,50.6881103515625,20190830
193,49.94992065429688,20190903
194,50.797401428222656,20190904
195,51.790557861328125,20190905
196,51.78570556640625,20190906
197,52.006683349609375,20190909
198,52.62103271484375,20190910
199,54.29412460327149,20190911
200,54.17271041870117,20190912
201,53.11883544921875,20190913
202,53.39808654785156,20190916
203,53.59235000610352,20190917
204,54.09500503540039,20190918
205,53.655494689941406,20190919
206,52.87114715576172,20190920
207,53.11155700683594,20190923
208,52.859004974365234,20190924
209,53.6724853515625,20190925
210,53.39566040039063,20190926
211,53.135841369628906,20190927
212,54.38641357421875,20190930
213,54.536956787109375,20191001
214,53.16983795166016,20191002
215,53.62149429321289,20191003
216,55.124603271484375,20191004
217,55.13674545288086,20191007
218,54.49081802368164,20191008
219,55.12946319580078,20191009
220,55.872520446777344,20191010
221,57.35863876342773,20191011
222,57.27607345581055,20191014
223,57.14251327514648,20191015
224,56.91181945800781,20191016
225,57.132808685302734,20191017
226,57.40719985961914,20191018
227,58.40280151367188,20191021
228,58.26923370361328,20191022
229,59.05114364624024,20191023
230,59.14828109741211,20191024
231,59.87677001953125,20191025
232,60.47654724121094,20191028
233,59.07786560058594,20191029
234,59.070579528808594,20191030
235,60.4061393737793,20191031
236,62.12050628662109,20191101
237,62.5284538269043,20191104
238,62.43861770629883,20191105
239,62.46532440185547,20191106
240,63.18624114990234,20191107
241,63.35919570922852,20191108
242,63.86091232299805,20191111
243,63.802467346191406,20191112
244,64.4137954711914,20191113
245,63.96808624267578,20191114
246,64.72798156738281,20191115
247,65.05433654785156,20191118
248,64.85704803466797,20191119
249,64.10204315185547,20191120
250,63.81463623046875,20191121
251,63.75863265991211,20191122
252,64.87654876708984,20191125
253,64.36994934082031,20191126
254,65.23458862304688,20191127
255,65.09087371826172,20191129
256,64.33829498291016,20191202
257,63.19112014770508,20191203
258,63.74888610839844,20191204
259,64.68414306640625,20191205
260,65.93360137939453,20191206
261,65.01050567626953,20191209
262,65.39046478271484,20191210
263,65.94820404052734,20191211
264,66.11624145507812,20191212
265,67.01497650146484,20191213
266,68.16212463378906,20191216
267,68.29610443115234,20191217
268,68.13292694091797,20191218
269,68.20111083984375,20191219
270,68.05985260009766,20191220
271,69.17047119140625,20191223
272,69.2362289428711,20191224
273,70.60990142822266,20191226
274,70.58309936523438,20191227
275,71.00203704833984,20191230
276,71.52082824707031,20191231
277,73.15264892578125,20200102
278,72.44145202636719,20200103
279,73.01869201660156,20200106
280,72.67526245117188,20200107
281,73.8443603515625,20200108
282,75.41287994384766,20200109
283,75.5833511352539,20200110
284,77.19815063476562,20200113
285,76.15571594238281,20200114
286,75.829345703125,20200115
287,76.77922821044922,20200116
288,77.62925720214844,20200117
289,77.1031723022461,20200121
290,77.37838745117188,20200122
291,77.75102996826172,20200123
292,77.5269546508789,20200124
293,75.24723815917969,20200127
294,77.37593841552734,20200128
295,78.99561309814453,20200129
296,78.88111877441406,20200130
297,75.38363647460938,20200131
298,75.17662811279297,20200203
299,77.6584701538086,20200204
300,78.29170989990234,20200205
301,79.20750427246094,20200206
302,78.13085174560547,20200207
303,78.50193786621094,20200210
304,78.02830505371094,20200211
305,79.88131713867188,20200212
306,79.31249237060547,20200213
307,79.33199310302734,20200214
308,77.87940979003906,20200218
309,79.0073013305664,20200219
310,78.19676971435547,20200220
311,76.42678833007812,20200221
312,72.79647064208984,20200224
313,70.33070373535156,20200225
314,71.4464111328125,20200226
315,66.77608489990234,20200227
316,66.73702239990234,20200228
317,72.95028686523438,20200302
318,70.6334457397461,20200303
319,73.90974426269531,20200304
320,71.51234436035156,20200305
321,70.56262969970703,20200306
322,64.98169708251953,20200309
323,69.66178131103516,20200310
324,67.24237823486328,20200311
325,60.60189056396485,20200312
326,67.86249542236328,20200313
327,59.13219451904297,20200316
328,61.73224258422852,20200317
329,60.22104263305664,20200318
330,59.75962066650391,20200319
331,55.96574783325195,20200320
332,54.77680206298828,20200323
333,60.27230072021485,20200324
334,59.940277099609375,20200325
335,63.09452819824219,20200326
336,60.48226165771485,20200327
337,62.20830535888672,20200330
338,62.08134841918945,20200331
339,58.81481170654297,20200401
340,59.79624176025391,20200402
341,58.93688583374024,20200403
342,64.07839965820312,20200406
343,63.336212158203125,20200407
344,64.95728302001953,20200408
345,65.42601013183594,20200409
346,66.7101821899414,20200413
347,70.07923889160156,20200414
348,69.43960571289062,20200415
349,69.99136352539062,20200416
350,69.04167175292969,20200417
351,67.60859680175781,20200420
352,65.51878356933594,20200421
353,67.40597534179688,20200422
354,67.14474487304688,20200423
355,69.08317565917969,20200424
356,69.13201904296875,20200427
357,68.01142120361328,20200428
358,70.24526977539062,20200429
359,71.72716522216797,20200430
360,70.57240295410156,20200501
361,71.5709228515625,20200504
362,72.64511108398438,20200505
363,73.39462280273438,20200506
364,74.15386199951172,20200507
365,75.91887664794922,20200508
366,77.11349487304688,20200511
367,76.23219299316406,20200512
368,75.311767578125,20200513
369,75.7744369506836,20200514
370,75.32645416259766,20200515
371,77.10123443603516,20200518
372,76.65570831298828,20200519
373,78.14653015136719,20200520
374,77.56389617919922,20200521
375,78.06330108642578,20200522
376,77.5345230102539,20200526
377,77.8723373413086,20200527
378,77.90662384033203,20200528
379,77.83073425292969,20200529
380,78.78788757324219,20200601
381,79.15264129638672,20200602
382,79.58837890625,20200603
383,78.90294647216797,20200604
384,81.15018463134766,20200605
385,81.62998962402344,20200608
386,84.20767974853516,20200609
387,86.37413787841797,20200610
388,82.2272720336914,20200611
389,82.93719482421875,20200612
390,83.96289825439453,20200615
391,86.18809509277344,20200616
392,86.06814575195312,20200617
393,86.1024169921875,20200618
394,85.6103744506836,20200619
395,87.85028076171875,20200622
396,89.72542572021484,20200623
397,88.1415786743164,20200624
398,89.31169891357422,20200625
399,86.56752014160156,20200626
400,88.56262969970703,20200629
401,89.30191802978516,20200630
402,89.13301086425781,20200701
403,89.13301086425781,20200702
404,91.517333984375,20200706
405,91.23336029052734,20200707
406,93.35819244384766,20200708
407,93.75967407226562,20200709
408,93.9236831665039,20200710
409,93.49040985107422,20200713
410,95.03751373291016,20200714
411,95.6911163330078,20200715
412,94.5136489868164,20200716
413,94.32268524169922,20200717
414,96.31046295166016,20200720
415,94.981201171875,20200721
416,95.24803161621094,20200722
417,90.91268920898438,20200723
418,90.6874542236328,20200724
419,92.83679962158205,20200727
420,91.31170654296876,20200728
421,93.0619888305664,20200729
422,94.18805694580078,20200730
423,104.04847717285156,20200731
424,106.6702651977539,20200803
425,107.38262176513672,20200804
426,107.7718505859375,20200805
427,111.53191375732422,20200806
428,108.99614715576172,20200807
429,110.58039093017578,20200810
430,107.29175567626952,20200811
431,110.85751342773438,20200812
432,112.81941986083984,20200813
433,112.7188720703125,20200814
434,112.42457580566406,20200817
435,113.36140441894533,20200818
436,113.50363159179688,20200819
437,116.02223205566406,20200820
438,122.00114440917967,20200821
439,123.4603042602539,20200824
440,122.4474868774414,20200825
441,124.1126480102539,20200826
442,122.62895965576172,20200827
443,122.4303207397461,20200828
444,126.58216857910156,20200831
445,131.624267578125,20200901
446,128.89723205566406,20200902
447,118.5776138305664,20200903
448,118.65608215332033,20200904
449,110.67113494873048,20200908
450,115.08544158935548,20200909
451,111.32837677001952,20200910
452,109.86675262451172,20200911
453,113.16275024414062,20200914
454,113.3393325805664,20200915
455,109.99427032470705,20200916
456,108.23836517333984,20200917
457,104.8050308227539,20200918
458,107.98332214355467,20200921
459,109.68038177490234,20200922
460,105.07969665527344,20200923
461,106.15874481201172,20200924
462,110.14142608642578,20200925
463,112.7703857421875,20200928
464,111.91693115234376,20200929
465,113.60418701171876,20200930
466,114.56550598144533,20201001
467,110.86732482910156,20201002
468,114.28104400634766,20201005
469,111.0046615600586,20201006
470,112.88809204101562,20201007
471,112.78019714355467,20201008
472,114.7420883178711,20201009
473,122.0305633544922,20201012
474,118.7934341430664,20201013
475,118.8817138671875,20201014
476,118.4108657836914,20201015
477,116.75304412841795,20201016
478,113.77095794677734,20201019
479,115.27181243896484,20201020
480,114.64400482177734,20201021
481,113.54534149169922,20201022
482,112.8488540649414,20201023
483,112.8586654663086,20201026
484,114.3791275024414,20201027
485,109.08197784423828,20201028
486,113.12351989746094,20201029
487,106.78653717041016,20201030
488,106.69825744628906,20201102
489,108.33647918701172,20201103
490,112.76057434082033,20201104
491,116.76284790039062,20201105
492,116.63019561767578,20201106
493,114.30132293701172,20201109
494,113.9574203491211,20201110
495,117.4163055419922,20201111
496,117.14116668701172,20201112
497,117.19029998779295,20201113
498,118.21227264404295,20201116
499,117.31805419921876,20201117
500,115.98165130615234,20201118
501,116.58106231689452,20201119
502,115.30361938476562,20201120
503,111.87419128417967,20201123
504,113.1712875366211,20201124
505,114.01636505126952,20201125
506,114.56663513183594,20201127
507,116.98395538330078,20201130
508,120.59026336669922,20201201
509,120.94400787353516,20201202
510,120.8064422607422,20201203
511,120.12841796875,20201204
512,121.60238647460938,20201207
513,122.2214584350586,20201208
514,119.66658020019533,20201209
515,121.1012191772461,20201210
516,120.28562927246094,20201211
517,119.66658020019533,20201214
518,125.66072082519533,20201215
519,125.59192657470705,20201216
520,126.46649932861328,20201217
521,124.46187591552734,20201218
522,126.00463104248048,20201221
523,129.59130859375,20201222
524,128.68728637695312,20201223
525,129.67974853515625,20201224
526,134.3178253173828,20201228
527,132.52943420410156,20201229
528,131.39935302734375,20201230
529,130.3872528076172,20201231
530,127.16415405273438,20210104
531,128.7363739013672,20210105
532,124.40291595458984,20210106
533,128.64796447753906,20210107
534,129.75836181640625,20210108
535,126.74159240722656,20210111
536,126.56473541259766,20210112
537,128.6184539794922,20210113
538,126.6728515625,20210114
539,124.93354034423828,20210115
540,125.61157989501952,20210119
541,129.7386932373047,20210120
542,134.4946746826172,20210121
543,136.65652465820312,20210122
544,140.439697265625,20210125
545,140.67555236816406,20210126
546,139.59461975097656,20210127
547,134.7108612060547,20210128
548,129.66993713378906,20210129
549,131.81210327148438,20210201
550,132.64730834960938,20210202
551,131.6155548095703,20210203
552,135.0056610107422,20210204
553,134.58741760253906,20210205
554,134.7350311279297,20210208
555,133.8493194580078,20210209
556,133.23916625976562,20210210
557,132.9833221435547,20210211
558,133.21949768066406,20210212
559,131.0740966796875,20210216
560,128.76148986816406,20210217
561,127.64942169189452,20210218
562,127.80690002441406,20210219
563,123.99834442138672,20210222
564,123.8605728149414,20210223
565,123.35868072509766,20210224
566,119.06794738769533,20210225
567,119.3336410522461,20210226
568,125.7599105834961,20210301
569,123.13233947753906,20210302
570,120.12093353271484,20210303
571,118.22159576416016,20210304
572,119.4911117553711,20210305
573,114.5114974975586,20210308
574,119.1663589477539,20210309
575,118.07398986816406,20210310
576,120.02252960205078,20210311
577,119.10729217529295,20210312
578,122.0202865600586,20210315
579,123.5751953125,20210316
580,122.7780532836914,20210317
581,118.61524200439452,20210318
582,118.08380889892578,20210319
583,121.4298095703125,20210322
584,120.59332275390624,20210323
585,118.18223571777344,20210324
586,118.67430877685548,20210325
587,119.2844467163086,20210326
588,119.46158599853516,20210329
589,117.9952621459961,20210330
590,120.20950317382812,20210331
591,121.0459976196289,20210401
592,123.89993286132812,20210405
593,124.20500946044922,20210406
594,125.8681640625,20210407
595,128.28909301757812,20210408
596,130.8871612548828,20210409
597,129.15513610839844,20210412
598,132.29443359375,20210413
599,129.9325714111328,20210414
600,132.3633575439453,20210415
601,132.0287322998047,20210416
602,132.6979217529297,20210419
603,130.99537658691406,20210420
604,131.3792266845703,20210421
605,129.843994140625,20210422
606,132.18617248535156,20210423
607,132.57981872558594,20210426
608,132.2550811767578,20210427
609,131.45791625976562,20210428
610,131.35951232910156,20210429
611,129.37159729003906,20210430
612,130.4344482421875,20210503
613,125.81896209716795,20210504
614,126.06499481201172,20210505
615,127.678955078125,20210506
616,128.35911560058594,20210507
617,125.04688262939452,20210510
618,124.1202621459961,20210511
619,121.0248794555664,20210512
620,123.1936264038086,20210513
621,125.63836669921876,20210514
622,124.47512817382812,20210517
623,123.0753173828125,20210518
624,122.91761779785156,20210519
625,125.50035095214844,20210520
626,123.64706420898438,20210521
627,125.29332733154295,20210524
628,125.09617614746094,20210525
629,125.04688262939452,20210526
630,123.49921417236328,20210527
631,122.83873748779295,20210528
632,122.51342010498048,20210601
633,123.28231811523438,20210602
634,121.783935546875,20210603
635,124.10054779052734,20210604
636,124.1103973388672,20210607
637,124.93844604492188,20210608
638,125.3228988647461,20210609
639,124.31742095947266,20210610
640,125.53980255126952,20210611
641,128.62530517578125,20210614
642,127.79725646972656,20210615
643,128.29998779296875,20210616
644,129.91665649414062,20210617
645,128.6055908203125,20210618
646,130.41943359375,20210621
647,132.0755157470703,20210622
648,131.79954528808594,20210623
649,131.51365661621094,20210624
650,131.21791076660156,20210625
651,132.86416625976562,20210628
652,134.39215087890625,20210629
653,135.01316833496094,20210630
654,135.31878662109375,20210701
655,137.97056579589844,20210702
656,140.00125122070312,20210706
657,142.51499938964844,20210707
658,141.2039337158203,20210708
659,143.04733276367188,20210709
660,142.44598388671875,20210712
661,143.56979370117188,20210713
662,147.02989196777344,20210714
663,146.3694305419922,20210715
664,144.3091583251953,20210716
665,140.42514038085938,20210719
666,144.0725555419922,20210720
667,143.33322143554688,20210721
668,144.7133331298828,20210722
669,146.4482879638672,20210723
670,146.87220764160156,20210726
671,144.68373107910156,20210727
672,142.919189453125,20210728
673,143.56979370117188,20210729
674,143.78668212890625,20210730
675,143.4514923095703,20210802
676,145.26535034179688,20210803
677,144.8611602783203,20210804
678,144.96961975097656,20210805
679,144.27853393554688,20210806
680,144.2291717529297,20210809
681,143.7454071044922,20210810
682,144.00209045410156,20210811
683,146.9935302734375,20210812
684,147.2008514404297,20210813
685,149.19508361816406,20210816
686,148.27694702148438,20210817
687,144.4957275390625,20210818
688,144.8314208984375,20210819
689,146.30239868164062,20210820
690,147.80307006835938,20210823
691,147.71421813964844,20210824
692,146.47023010253906,20210825
693,145.6606903076172,20210826
694,146.7071990966797,20210827
695,151.16964721679688,20210830
696,149.8960723876953,20210831
697,150.56739807128906,20210901
698,151.69288635253906,20210902
699,152.3345947265625,20210903
700,154.6941680908203,20210907
701,153.13426208496094,20210908
702,152.10752868652344,20210909
703,147.07249450683594,20210910
704,147.64511108398438,20210913
705,146.2333221435547,20210914
706,147.13174438476562,20210915
707,146.89479064941406,20210916
708,144.19956970214844,20210917
709,141.1193084716797,20210920
710,141.60305786132812,20210921
711,143.9922332763672,20210922
712,144.9597625732422,20210923
713,145.04859924316406,20210924
714,143.51832580566406,20210927
715,140.1024169921875,20210928
716,141.01068115234375,20210929
717,139.69764709472656,20210930
718,140.8329620361328,20211001
719,137.36769104003906,20211004
720,139.31263732910156,20211005
721,140.19125366210938,20211006
722,141.46482849121094,20211007
723,141.07980346679688,20211008
724,140.99095153808594,20211011
725,139.70751953125,20211012
726,139.11517333984375,20211013
727,141.92886352539062,20211014
728,142.99508666992188,20211015
729,144.6833038330078,20211018
730,146.8651580810547,20211019
731,147.35879516601562,20211020
732,147.5760040283203,20211021
733,146.79605102539062,20211022
734,146.74667358398438,20211025
735,147.4180450439453,20211026
736,146.9540252685547,20211027
737,150.62664794921875,20211028
738,147.89190673828125,20211029
739,147.0626220703125,20211101
740,148.10911560058594,20211102
741,149.56040954589844,20211103
742,149.03712463378906,20211104
743,149.571044921875,20211105
744,148.7405242919922,20211108
745,149.10635375976562,20211109
746,146.24899291992188,20211110
747,146.19955444335938,20211111
748,148.2956085205078,20211112
749,148.30551147460938,20211115
750,149.29420471191406,20211116
751,151.75607299804688,20211117
752,156.0865936279297,20211118
753,158.736328125,20211119
754,159.20101928710938,20211122
755,159.5865936279297,20211123
756,160.11061096191406,20211124
757,155.03855895996094,20211126
758,158.42982482910156,20211129
759,163.4326629638672,20211130
760,162.9086456298828,20211201
761,161.91006469726562,20211202
762,160.01173400878906,20211203
763,163.45242309570312,20211206
764,169.24623107910156,20211207
765,173.10215759277344,20211208
766,172.5880584716797,20211209
767,177.4228057861328,20211210
768,173.75473022460938,20211213
769,172.3606414794922,20211214
770,177.27452087402344,20211215
771,170.31405639648438,20211216
772,169.20669555664062,20211217
773,167.8323974609375,20211220
774,171.03579711914062,20211221
775,173.65585327148438,20211222
776,174.2886199951172,20211223
777,178.29287719726562,20211227
778,177.2646026611328,20211228
779,177.3536376953125,20211229
780,176.18692016601562,20211230
781,175.56407165527344,20211231
782,179.95387268066406,20220103
783,177.6699981689453,20220104
784,172.94398498535156,20220105
785,170.05697631835938,20220106
786,170.22503662109375,20220107
787,170.2448272705078,20220110
788,173.10215759277344,20220111
789,173.54708862304688,20220112
790,170.2448272705078,20220113
791,171.11489868164062,20220114
792,167.88182067871094,20220118
793,164.35218811035156,20220119
794,162.6515655517578,20220120
795,160.57530212402344,20220121
796,159.79421997070312,20220124
797,157.9750213623047,20220125
798,157.88600158691406,20220126
799,157.4213409423828,20220127
800,168.4058380126953,20220128
801,172.80555725097656,20220131
802,172.6374969482422,20220201
803,173.85357666015625,20220202
804,170.94680786132812,20220203
805,170.6597137451172,20220204
806,169.93707275390625,20220207
807,173.0752410888672,20220208
808,174.5106658935547,20220209
809,170.39242553710938,20220210
810,166.94737243652344,20220211
811,167.1849822998047,20220214
812,171.05569458007812,20220215
813,170.81813049316406,20220216
814,167.1849822998047,20220217
815,165.6208038330078,20220218
816,162.67071533203125,20220222
817,158.46339416503906,20220223
818,161.1065673828125,20220224
819,163.19541931152344,20220225
820,163.46266174316406,20220228
821,161.5619659423828,20220301
822,164.88824462890625,20220302
823,164.5615692138672,20220303
824,161.53225708007812,20220304
825,157.7011260986328,20220307
826,155.85977172851562,20220308
827,161.31446838378906,20220309
828,156.92893981933594,20220310
829,153.17698669433594,20220311
830,149.1082305908203,20220314
831,153.53335571289062,20220315
832,157.98817443847656,20220316
833,159.0078582763672,20220317
834,162.33413696289062,20220318
835,163.72007751464844,20220321
836,167.1255645751953,20220322
837,168.50160217285156,20220323
838,172.3228759765625,20220324
839,172.96633911132812,20220325
840,173.83750915527344,20220328
841,177.16378784179688,20220329
842,175.98573303222656,20220330
843,172.85745239257812,20220331
844,172.5604705810547,20220401
845,176.6490020751953,20220404
846,173.3029327392578,20220405
847,170.10536193847656,20220406
848,170.41224670410156,20220407
849,168.38279724121094,20220408
850,164.08636474609375,20220411
851,165.97718811035156,20220412
852,168.689697265625,20220413
853,163.6309814453125,20220414
854,163.4132080078125,20220418
855,165.7198028564453,20220419
856,165.551513671875,20220420
857,164.7496337890625,20220421
858,160.16612243652344,20220422
859,161.2451934814453,20220425
860,155.2261962890625,20220426
861,154.99851989746094,20220427
862,161.99755859375,20220428
863,156.06765747070312,20220429
864,156.37457275390625,20220502
865,157.87928771972656,20220503
866,164.35366821289062,20220504
867,155.1964874267578,20220505
868,155.93014526367188,20220506
869,150.75494384765625,20220509
870,153.18392944335938,20220510
871,145.24267578125,20220511
872,141.3364715576172,20220512
873,145.847412109375,20220513
874,144.29090881347656,20220516
875,147.95916748046875,20220517
876,139.61141967773438,20220518
877,136.1711883544922,20220519
878,136.4091339111328,20220520
879,141.8817596435547,20220523
880,139.15536499023438,20220524
881,139.31399536132812,20220525
882,142.5460205078125,20220526
883,148.35572814941406,20220527
884,147.56259155273438,20220531
885,147.43370056152344,20220601
886,149.91226196289062,20220602
887,144.1322784423828,20220603
888,144.88575744628906,20220606
889,147.43370056152344,20220607
890,146.6901397705078,20220608
891,141.41580200195312,20220609
892,135.9530792236328,20220610
893,130.74813842773438,20220613
894,131.62059020996094,20220614
895,134.26766967773438,20220615
896,128.94374084472656,20220616
897,130.43089294433594,20220617
898,134.70388793945312,20220621
899,134.18836975097656,20220622
900,137.0832977294922,20220623
901,140.44419860839844,20220624
902,140.44419860839844,20220627
903,136.26040649414062,20220628
904,138.03506469726562,20220629
905,135.54661560058594,20220630
906,137.7376251220703,20220701
907,140.34506225585938,20220705
908,141.69337463378906,20220706
909,145.0939483642578,20220707
910,145.7780303955078,20220708
911,143.62664794921875,20220711
912,144.60813903808594,20220712
913,144.2413330078125,20220713
914,147.1957550048828,20220714
915,148.88116455078125,20220715
916,145.80780029296875,20220718
917,149.70404052734375,20220719
918,151.72653198242188,20220720
919,154.0167236328125,20220721
920,152.76751708984375,20220722
921,151.63731384277344,20220725
922,150.29891967773438,20220726
923,155.44435119628906,20220727
924,155.9995574951172,20220728
925,161.115234375,20220729
926,160.12384033203125,20220801
927,158.63671875,20220802
928,164.70420837402344,20220803
929,164.386962890625,20220804
930,164.15859985351562,20220805
931,163.68203735351562,20220808
932,163.731689453125,20220809
933,168.0205535888672,20220810
934,167.27597045898438,20220811
935,170.85995483398438,20220812
936,171.9420928955078,20220815
937,171.7832489013672,20220816
938,173.29229736328125,20220817
939,172.8951873779297,20220818
940,170.2841339111328,20220819
941,166.3625946044922,20220822
942,166.02503967285156,20220823
943,166.3228759765625,20220824
944,168.8048858642578,20220825
945,162.44105529785156,20220826
946,160.21722412109375,20220829
947,157.7650146484375,20220830
948,156.08717346191406,20220831
949,156.82183837890625,20220901
950,154.6873321533203,20220902
951,153.4165496826172,20220906
952,154.83627319335938,20220907
953,153.34706115722656,20220908
954,156.236083984375,20220909
955,162.25241088867188,20220912
956,152.7315216064453,20220913
957,154.19093322753906,20220914
958,151.27212524414062,20220915
959,149.61415100097656,20220916
960,153.36691284179688,20220919
961,155.7694854736328,20220920
962,152.61239624023438,20220921
963,151.63946533203125,20220922
964,149.34608459472656,20220923
965,149.68365478515625,20220926
966,150.66651916503906,20220927
967,148.76034545898438,20220928
968,141.45338439941406,20220929
969,137.2042236328125,20220930
970,141.42359924316406,20221003
971,145.0472869873047,20221004
972,145.34512329101562,20221005
973,144.3821258544922,20221006
974,139.0806121826172,20221007
975,139.40821838378906,20221010
976,137.9785919189453,20221011
977,137.34320068359375,20221012
978,141.959716796875,20221013
979,137.3829345703125,20221014
980,141.38389587402344,20221017
981,142.7142333984375,20221018
982,142.82342529296875,20221019
983,142.35682678222656,20221020
984,146.2088623046875,20221021
985,148.37313842773438,20221024
986,151.24234008789062,20221025
987,148.2738800048828,20221026
988,143.7566680908203,20221027
989,154.61782836914062,20221028
990,152.23512268066406,20221031
991,149.56451416015625,20221101
992,143.98501586914062,20221102
993,137.87933349609375,20221103
994,137.61083984375,20221104
995,138.14781188964844,20221107
996,138.72459411621094,20221108
997,134.12033081054688,20221109
998,146.0536346435547,20221110
999,148.86788940429688,20221111
1000,147.45578002929688,20221114
