period,Close,year,month,mspr,day
2018-11-23,41.341453552246094,,,,
2018-11-26,41.90054321289063,,,,
2018-11-27,41.80936050415039,,,,
2018-11-28,43.41704177856445,,,,
2018-11-29,43.08351516723633,,,,
2018-11-30,42.85076904296875,2018.0,11.0,-26.620543,1.0
2018-12-03,44.34806060791016,,,,
2018-12-04,42.39724349975586,,,,
2018-12-06,41.92454147338867,,,,
2018-12-07,40.42962265014648,,,,
2018-12-10,40.69598388671875,,,,
2018-12-11,40.46323013305664,,,,
2018-12-12,40.57601165771485,,,,
2018-12-13,41.01992416381836,,,,
2018-12-14,39.70737075805664,,,,
2018-12-17,39.337852478027344,,,,
2018-12-18,39.84894943237305,,,,
2018-12-19,38.60599899291992,,,,
2018-12-20,37.63178634643555,,,,
2018-12-21,36.168067932128906,,,,
2018-12-24,35.23225021362305,,,,
2018-12-26,37.71336364746094,,,,
2018-12-27,37.46860885620117,,,,
2018-12-28,37.4878158569336,,,,
2018-12-31,37.85014724731445,,,,
2019-01-02,37.89333724975586,,,,
2019-01-03,34.11888122558594,,,,
2019-01-04,35.575401306152344,,,,
2019-01-07,35.49620056152344,,,,
2019-01-08,36.17286682128906,,,,
2019-01-09,36.78715133666992,,,,
2019-01-10,36.904727935791016,,,,
2019-01-11,36.54240036010742,,,,
2019-01-14,35.9929084777832,,,,
2019-01-15,36.72956085205078,,,,
2019-01-16,37.17827224731445,,,,
2019-01-17,37.39902877807617,,,,
2019-01-18,37.62939453125,,,,
2019-01-22,36.78474807739258,,,,
2019-01-23,36.93352508544922,,,,
2019-01-24,36.64077758789063,,,,
2019-01-25,37.85493850708008,,,,
2019-01-28,37.50460815429688,,,,
2019-01-29,37.11587524414063,,,,
2019-01-30,39.652191162109375,,,,
2019-01-31,39.9377326965332,2019.0,1.0,0.0,1.0
2019-02-01,39.95692443847656,,,,
2019-02-04,41.09190368652344,,,,
2019-02-05,41.79496383666992,,,,
2019-02-06,41.80936050415039,,,,
2019-02-07,41.01751327514648,,,,
2019-02-08,41.065711975097656,,,,
2019-02-11,40.82955551147461,,,,
2019-02-12,41.18138885498047,,,,
2019-02-13,41.010292053222656,,,,
2019-02-14,41.15970230102539,,,,
2019-02-15,41.06812286376953,,,,
2019-02-19,41.19101333618164,,,,
2019-02-20,41.45610809326172,,,,
2019-02-21,41.22234344482422,,,,
2019-02-22,41.6826286315918,,,,
2019-02-25,41.98625946044922,,,,
2019-02-26,42.0103645324707,,,,
2019-02-27,42.14049530029297,,,,
2019-02-28,41.72599792480469,2019.0,2.0,64.46225,1.0
2019-03-01,42.16459274291992,,,,
2019-03-04,42.37665557861328,,,,
2019-03-05,42.29954528808594,,,,
2019-03-06,42.05615615844727,,,,
2019-03-07,41.56937026977539,,,,
2019-03-08,41.66816711425781,,,,
2019-03-11,43.11164093017578,,,,
2019-03-12,43.59602355957031,,,,
2019-03-13,43.7888069152832,,,,
2019-03-14,44.27558517456055,,,,
2019-03-15,44.85153579711914,,,,
2019-03-18,45.30941009521485,,,,
2019-03-19,44.950340270996094,,,,
2019-03-20,45.34313583374024,,,,
2019-03-21,47.01314163208008,,,,
2019-03-22,46.0395736694336,,,,
2019-03-25,45.4829216003418,,,,
2019-03-26,45.012996673583984,,,,
2019-03-27,45.41785430908203,,,,
2019-03-28,45.47809219360352,,,,
2019-03-29,45.77448272705078,,,,
2019-04-01,46.08536529541016,,,,
2019-04-02,46.75529098510742,,,,
2019-04-03,47.075801849365234,,,,
2019-04-04,47.1577377319336,,,,
2019-04-05,47.47341537475586,,,,
2019-04-08,48.22046661376953,,,,
2019-04-09,48.07586669921875,,,,
2019-04-10,48.34577560424805,,,,
2019-04-11,47.943336486816406,,,,
2019-04-12,47.92405700683594,,,,
2019-04-15,48.01079559326172,,,,
2019-04-16,48.01562881469727,,,,
2019-04-17,48.95063781738281,,,,
2019-04-18,49.12655258178711,,,,
2019-04-22,49.28800201416016,,,,
2019-04-23,49.9989013671875,,,,
2019-04-24,49.92178726196289,,,,
2019-04-25,49.46875381469727,,,,
2019-04-26,49.23258972167969,,,,
2019-04-29,49.30730056762695,,,,
2019-04-30,48.35782241821289,2019.0,4.0,-25.76394,1.0
2019-05-01,50.73150253295898,,,,
2019-05-02,50.401344299316406,,,,
2019-05-03,51.02791213989258,,,,
2019-05-06,50.239891052246094,,,,
2019-05-07,48.88556671142578,,,,
2019-05-08,48.89521026611328,,,,
2019-05-09,48.369876861572266,,,,
2019-05-10,47.69977951049805,,,,
2019-05-13,44.9275016784668,,,,
2019-05-14,45.63871383666992,,,,
2019-05-15,46.18543243408203,,,,
2019-05-16,45.98223114013672,,,,
2019-05-17,45.72095489501953,,,,
2019-05-20,44.2912712097168,,,,
2019-05-21,45.140380859375,,,,
2019-05-22,44.216285705566406,,,,
2019-05-23,43.461524963378906,,,,
2019-05-24,43.29460906982422,,,,
2019-05-28,43.11559295654297,,,,
2019-05-29,42.90997314453125,,,,
2019-05-30,43.13252258300781,,,,
2019-05-31,42.35116195678711,2019.0,5.0,-56.632446,1.0
2019-06-03,41.9229736328125,,,,
2019-06-04,43.4566764831543,,,,
2019-06-05,44.15822219848633,,,,
2019-06-06,44.80654144287109,,,,
2019-06-07,45.9991569519043,,,,
2019-06-10,46.58700180053711,,,,
2019-06-11,47.12645721435547,,,,
2019-06-12,46.97647476196289,,,,
2019-06-13,46.96680450439453,,,,
2019-06-14,46.62570571899414,,,,
2019-06-17,46.903907775878906,,,,
2019-06-18,48.00700378417969,,,,
2019-06-19,47.86669921875,,,,
2019-06-20,48.25135040283203,,,,
2019-06-21,48.08684539794922,,,,
2019-06-24,48.0384635925293,,,,
2019-06-25,47.310306549072266,,,,
2019-06-26,48.33359146118164,,,,
2019-06-27,48.319068908691406,,,,
2019-06-28,47.87879180908203,,,,
2019-07-01,48.75693130493164,,,,
2019-07-02,49.04238510131836,,,,
2019-07-03,49.44879913330078,,,,
2019-07-05,49.405250549316406,,,,
2019-07-08,48.38679885864258,,,,
2019-07-09,48.68193817138672,,,,
2019-07-10,49.163333892822266,,,,
2019-07-11,48.8053092956543,,,,
2019-07-12,49.180274963378906,,,,
2019-07-15,49.6423225402832,,,,
2019-07-16,49.47055816650391,,,,
2019-07-17,49.19236373901367,,,,
2019-07-18,49.75118255615234,,,,
2019-07-19,49.00851440429688,,,,
2019-07-22,50.128562927246094,,,,
2019-07-23,50.520450592041016,,,,
2019-07-24,50.47932434082031,,,,
2019-07-25,50.080177307128906,,,,
2019-07-26,50.25434875488281,,,,
2019-07-29,50.7236557006836,,,,
2019-07-30,50.50593566894531,,,,
2019-07-31,51.53647613525391,,,,
2019-08-01,50.421268463134766,,,,
2019-08-02,49.35444259643555,,,,
2019-08-05,46.77085113525391,,,,
2019-08-06,47.6562385559082,,,,
2019-08-07,48.14973831176758,,,,
2019-08-08,49.211727142333984,,,,
2019-08-09,48.80620193481445,,,,
2019-08-12,48.68235397338867,,,,
2019-08-13,50.74397277832031,,,,
2019-08-14,49.23357391357422,,,,
2019-08-15,48.98831558227539,,,,
2019-08-16,50.144187927246094,,,,
2019-08-19,51.079078674316406,,,,
2019-08-20,51.08151245117188,,,,
2019-08-21,51.63515090942383,,,,
2019-08-22,51.59144592285156,,,,
2019-08-23,49.20685958862305,,,,
2019-08-26,50.14175033569336,,,,
2019-08-27,49.57596206665039,,,,
2019-08-28,49.90864562988281,,,,
2019-08-29,50.753684997558594,,,,
2019-08-30,50.6881103515625,,,,
2019-09-03,49.94992065429688,,,,
2019-09-04,50.797401428222656,,,,
2019-09-05,51.790557861328125,,,,
2019-09-06,51.78570556640625,,,,
2019-09-09,52.006683349609375,,,,
2019-09-10,52.62103271484375,,,,
2019-09-11,54.29412460327149,,,,
2019-09-12,54.17271041870117,,,,
2019-09-13,53.11883544921875,,,,
2019-09-16,53.39808654785156,,,,
2019-09-17,53.59235000610352,,,,
2019-09-18,54.09500503540039,,,,
2019-09-19,53.655494689941406,,,,
2019-09-20,52.87114715576172,,,,
2019-09-23,53.11155700683594,,,,
2019-09-24,52.859004974365234,,,,
2019-09-25,53.6724853515625,,,,
2019-09-26,53.39566040039063,,,,
2019-09-27,53.135841369628906,,,,
2019-09-30,54.38641357421875,2019.0,9.0,100.0,1.0
2019-10-01,54.536956787109375,,,,
2019-10-02,53.16983795166016,,,,
2019-10-03,53.62149429321289,,,,
2019-10-04,55.124603271484375,,,,
2019-10-07,55.13674545288086,,,,
2019-10-08,54.49081802368164,,,,
2019-10-09,55.12946319580078,,,,
2019-10-10,55.872520446777344,,,,
2019-10-11,57.35863876342773,,,,
2019-10-14,57.27607345581055,,,,
2019-10-15,57.14251327514648,,,,
2019-10-16,56.91181945800781,,,,
2019-10-17,57.132808685302734,,,,
2019-10-18,57.40719985961914,,,,
2019-10-21,58.40280151367188,,,,
2019-10-22,58.26923370361328,,,,
2019-10-23,59.05114364624024,,,,
2019-10-24,59.14828109741211,,,,
2019-10-25,59.87677001953125,,,,
2019-10-28,60.47654724121094,,,,
2019-10-29,59.07786560058594,,,,
2019-10-30,59.070579528808594,,,,
2019-10-31,60.4061393737793,2019.0,10.0,-33.35919,1.0
