period,Close,textblob_polarity,textblob_subjectivity,SENTIMENT_SCORE_NLTK,negative_WGT_LM
20181123,41.341453552246094,,,,
20181126,41.90054321289063,,,,
20181127,41.80936050415039,,,,
20181128,43.41704177856445,,,,
20181129,43.08351516723633,,,,
20181130,42.85076904296875,,,,
20181203,44.34806060791016,,,,
20181204,42.39724349975586,,,,
20181206,41.92454147338867,,,,
20181207,40.42962265014648,,,,
20181210,40.69598388671875,,,,
20181211,40.46323013305664,,,,
20181212,40.57601165771485,,,,
20181213,41.01992416381836,,,,
20181214,39.70737075805664,,,,
20181217,39.337852478027344,,,,
20181218,39.84894943237305,,,,
20181219,38.60599899291992,,,,
20181220,37.63178634643555,,,,
20181221,36.168067932128906,,,,
20181224,35.23225021362305,,,,
20181226,37.71336364746094,,,,
20181227,37.46860885620117,,,,
20181228,37.4878158569336,,,,
20181231,37.85014724731445,,,,
20190102,37.89333724975586,,,,
20190103,34.11888122558594,,,,
20190104,35.575401306152344,,,,
20190107,35.49620056152344,,,,
20190108,36.17286682128906,,,,
20190109,36.78715133666992,,,,
20190110,36.904727935791016,,,,
20190111,36.54240036010742,,,,
20190114,35.9929084777832,,,,
20190115,36.72956085205078,,,,
20190116,37.17827224731445,,,,
20190117,37.39902877807617,,,,
20190118,37.62939453125,,,,
20190122,36.78474807739258,,,,
20190123,36.93352508544922,,,,
20190124,36.64077758789063,,,,
20190125,37.85493850708008,,,,
20190128,37.50460815429688,,,,
20190129,37.11587524414063,,,,
20190130,39.652191162109375,,,,
20190131,39.9377326965332,,,,
20190201,39.95692443847656,,,,
20190204,41.09190368652344,,,,
20190205,41.79496383666992,,,,
20190206,41.80936050415039,,,,
20190207,41.01751327514648,,,,
20190208,41.065711975097656,,,,
20190211,40.82955551147461,,,,
20190212,41.18138885498047,,,,
20190213,41.010292053222656,,,,
20190214,41.15970230102539,,,,
20190215,41.06812286376953,,,,
20190219,41.19101333618164,,,,
20190220,41.45610809326172,,,,
20190221,41.22234344482422,,,,
20190222,41.6826286315918,,,,
20190225,41.98625946044922,,,,
20190226,42.0103645324707,,,,
20190227,42.14049530029297,,,,
20190228,41.72599792480469,,,,
20190301,42.16459274291992,,,,
20190304,42.37665557861328,,,,
20190305,42.29954528808594,,,,
20190306,42.05615615844727,,,,
20190307,41.56937026977539,,,,
20190308,41.66816711425781,,,,
20190311,43.11164093017578,,,,
20190312,43.59602355957031,,,,
20190313,43.7888069152832,,,,
20190314,44.27558517456055,,,,
20190315,44.85153579711914,,,,
20190318,45.30941009521485,,,,
20190319,44.950340270996094,,,,
20190320,45.34313583374024,,,,
20190321,47.01314163208008,,,,
20190322,46.0395736694336,,,,
20190325,45.4829216003418,,,,
20190326,45.012996673583984,,,,
20190327,45.41785430908203,,,,
20190328,45.47809219360352,,,,
20190329,45.77448272705078,,,,
20190401,46.08536529541016,,,,
20190402,46.75529098510742,,,,
20190403,47.075801849365234,,,,
20190404,47.1577377319336,,,,
20190405,47.47341537475586,,,,
20190408,48.22046661376953,,,,
20190409,48.07586669921875,,,,
20190410,48.34577560424805,,,,
20190411,47.943336486816406,,,,
20190412,47.92405700683594,,,,
20190415,48.01079559326172,,,,
20190416,48.01562881469727,,,,
20190417,48.95063781738281,,,,
20190418,49.12655258178711,,,,
20190422,49.28800201416016,,,,
20190423,49.9989013671875,,,,
20190424,49.92178726196289,,,,
20190425,49.46875381469727,,,,
20190426,49.23258972167969,,,,
20190429,49.30730056762695,,,,
20190430,48.35782241821289,,,,
20190501,50.73150253295898,,,,
20190502,50.401344299316406,,,,
20190503,51.02791213989258,,,,
20190506,50.239891052246094,,,,
20190507,48.88556671142578,,,,
20190508,48.89521026611328,,,,
20190509,48.369876861572266,,,,
20190510,47.69977951049805,,,,
20190513,44.9275016784668,,,,
20190514,45.63871383666992,,,,
20190515,46.18543243408203,,,,
20190516,45.98223114013672,,,,
20190517,45.72095489501953,,,,
20190520,44.2912712097168,,,,
20190521,45.140380859375,,,,
20190522,44.216285705566406,,,,
20190523,43.461524963378906,,,,
20190524,43.29460906982422,,,,
20190528,43.11559295654297,,,,
20190529,42.90997314453125,,,,
20190530,43.13252258300781,,,,
20190531,42.35116195678711,,,,
20190603,41.9229736328125,,,,
20190604,43.4566764831543,,,,
20190605,44.15822219848633,,,,
20190606,44.80654144287109,,,,
20190607,45.9991569519043,,,,
20190610,46.58700180053711,,,,
20190611,47.12645721435547,,,,
20190612,46.97647476196289,,,,
20190613,46.96680450439453,,,,
20190614,46.62570571899414,,,,
20190617,46.903907775878906,,,,
20190618,48.00700378417969,,,,
20190619,47.86669921875,,,,
20190620,48.25135040283203,,,,
20190621,48.08684539794922,,,,
20190624,48.0384635925293,,,,
20190625,47.310306549072266,,,,
20190626,48.33359146118164,,,,
20190627,48.319068908691406,,,,
20190628,47.87879180908203,,,,
20190701,48.75693130493164,,,,
20190702,49.04238510131836,,,,
20190703,49.44879913330078,,,,
20190705,49.405250549316406,,,,
20190708,48.38679885864258,,,,
20190709,48.68193817138672,,,,
20190710,49.163333892822266,,,,
20190711,48.8053092956543,,,,
20190712,49.180274963378906,,,,
20190715,49.6423225402832,,,,
20190716,49.47055816650391,,,,
20190717,49.19236373901367,,,,
20190718,49.75118255615234,,,,
20190719,49.00851440429688,,,,
20190722,50.128562927246094,,,,
20190723,50.520450592041016,,,,
20190724,50.47932434082031,,,,
20190725,50.080177307128906,,,,
20190726,50.25434875488281,,,,
20190729,50.7236557006836,,,,
20190730,50.50593566894531,,,,
20190731,51.53647613525391,,,,
20190801,50.421268463134766,,,,
20190802,49.35444259643555,,,,
20190805,46.77085113525391,,,,
20190806,47.6562385559082,,,,
20190807,48.14973831176758,,,,
20190808,49.211727142333984,,,,
20190809,48.80620193481445,,,,
20190812,48.68235397338867,,,,
20190813,50.74397277832031,,,,
20190814,49.23357391357422,,,,
20190815,48.98831558227539,,,,
20190816,50.144187927246094,,,,
20190819,51.079078674316406,,,,
20190820,51.08151245117188,,,,
20190821,51.63515090942383,,,,
20190822,51.59144592285156,,,,
20190823,49.20685958862305,,,,
20190826,50.14175033569336,,,,
20190827,49.57596206665039,,,,
20190828,49.90864562988281,,,,
20190829,50.753684997558594,,,,
20190830,50.6881103515625,,,,
20190903,49.94992065429688,,,,
20190904,50.797401428222656,,,,
20190905,51.790557861328125,,,,
20190906,51.78570556640625,,,,
20190909,52.006683349609375,,,,
20190910,52.62103271484375,,,,
20190911,54.29412460327149,,,,
20190912,54.17271041870117,,,,
20190913,53.11883544921875,,,,
20190916,53.39808654785156,,,,
20190917,53.59235000610352,,,,
20190918,54.09500503540039,,,,
20190919,53.655494689941406,,,,
20190920,52.87114715576172,,,,
20190923,53.11155700683594,,,,
20190924,52.859004974365234,,,,
20190925,53.6724853515625,,,,
20190926,53.39566040039063,,,,
20190927,53.135841369628906,,,,
20190930,54.38641357421875,,,,
20191001,54.536956787109375,,,,
20191002,53.16983795166016,,,,
20191003,53.62149429321289,,,,
20191004,55.124603271484375,,,,
20191007,55.13674545288086,,,,
20191008,54.49081802368164,,,,
20191009,55.12946319580078,,,,
20191010,55.872520446777344,,,,
20191011,57.35863876342773,,,,
20191014,57.27607345581055,,,,
20191015,57.14251327514648,,,,
20191016,56.91181945800781,,,,
20191017,57.132808685302734,,,,
20191018,57.40719985961914,,,,
20191021,58.40280151367188,,,,
20191022,58.26923370361328,,,,
20191023,59.05114364624024,,,,
20191024,59.14828109741211,,,,
20191025,59.87677001953125,,,,
20191028,60.47654724121094,,,,
20191029,59.07786560058594,,,,
20191030,59.070579528808594,,,,
20191031,60.4061393737793,,,,
20191101,62.12050628662109,,,,
20191104,62.5284538269043,,,,
20191105,62.43861770629883,,,,
20191106,62.46532440185547,,,,
20191107,63.18624114990234,,,,
20191108,63.35919570922852,,,,
20191111,63.86091232299805,,,,
20191112,63.802467346191406,,,,
20191113,64.4137954711914,,,,
20191114,63.96808624267578,,,,
20191115,64.72798156738281,,,,
20191118,65.05433654785156,,,,
20191119,64.85704803466797,,,,
20191120,64.10204315185547,,,,
20191121,63.81463623046875,,,,
20191122,63.75863265991211,,,,
20191125,64.87654876708984,,,,
20191126,64.36994934082031,,,,
20191127,65.23458862304688,,,,
20191129,65.09087371826172,,,,
20191202,64.33829498291016,,,,
20191203,63.19112014770508,,,,
20191204,63.74888610839844,,,,
20191205,64.68414306640625,,,,
20191206,65.93360137939453,,,,
20191209,65.01050567626953,,,,
20191210,65.39046478271484,,,,
20191211,65.94820404052734,,,,
20191212,66.11624145507812,,,,
20191213,67.01497650146484,,,,
20191216,68.16212463378906,,,,
20191217,68.29610443115234,,,,
20191218,68.13292694091797,,,,
20191219,68.20111083984375,,,,
20191220,68.05985260009766,,,,
20191223,69.17047119140625,,,,
20191224,69.2362289428711,,,,
20191226,70.60990142822266,,,,
20191227,70.58309936523438,,,,
20191230,71.00203704833984,,,,
20191231,71.52082824707031,,,,
20200102,73.15264892578125,,,,
20200103,72.44145202636719,,,,
20200106,73.01869201660156,,,,
20200107,72.67526245117188,,,,
20200108,73.8443603515625,,,,
20200109,75.41287994384766,,,,
20200110,75.5833511352539,,,,
